@relation 'letter-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-13'

@attribute -0.438width-0.427x-box-0.417onpix-0.4high-0.4y-box... numeric
@attribute 0.509y-bar+0.472x2ybr+0.457xegvy-0.33x-bar-0.309yegvx... numeric
@attribute -0.551y2bar+0.452x2bar-0.443xybar+0.431x-ege+0.169x2ybr... numeric
@attribute -0.496xy2br+0.416x-bar-0.394y2bar+0.317xybar-0.313x2bar... numeric
@attribute -0.619y-ege+0.455xy2br+0.358xybar+0.239y-box-0.233onpix... numeric
@attribute 0.665yegvx+0.414x-bar+0.287xybar+0.287xegvy+0.265y-bar... numeric
@attribute 0.527xy2br-0.522x2bar+0.351x-ege-0.279high-0.275y-box... numeric
@attribute 0.539x2bar+0.519xybar-0.29xegvy+0.288y-ege-0.248high... numeric
@attribute -0.657x-bar+0.414yegvx-0.291xegvy-0.263x2ybr+0.203y-bar... numeric
@attribute 0.542y2bar-0.35y-ege-0.316high+0.296width+0.289yegvx... numeric
@attribute 0.646xegvy-0.417y-bar-0.35x2ybr+0.275xybar-0.196y2bar... numeric
@attribute -0.581onpix+0.514x-box+0.314y-ege-0.264high+0.233y-box... numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
-0.674389,-0.279617,-1.326306,-0.821849,0.085302,-0.018374,0.113879,-1.38736,-0.546668,0.056189,0.198383,0.045603,I
2.820121,-0.752064,3.804108,0.136285,0.354308,-0.734843,-0.793492,1.100157,-0.154621,0.519444,0.362326,-0.011074,N
0.423609,-0.16281,0.436039,-1.637959,-0.140233,-0.198656,-0.261377,0.5776,-0.770338,0.666194,-0.732157,0.00095,O
2.358423,-1.050611,-0.049815,-0.69387,-1.029649,0.726473,0.162418,0.233011,0.456587,0.735489,-0.149514,0.006188,E
1.046448,-0.846648,0.264086,0.514799,-0.987924,-0.6537,-0.084365,-0.254861,0.408448,0.123304,-0.627584,0.200463,R
-0.230751,-1.172285,1.033425,-1.088395,-0.13679,1.034026,-1.371393,-0.11911,1.47375,-0.958339,-0.530487,-0.088191,R
3.398607,-2.153002,-1.203277,0.127016,-0.105948,-0.9072,0.676659,-0.857883,0.112147,0.208788,0.366938,-0.223729,L
3.831059,-1.817518,0.841487,-0.404768,-0.921153,0.883303,0.197103,0.115542,0.176798,0.147085,0.4197,0.513585,G
-3.86886,-1.383951,2.383037,2.484428,0.100761,-0.835082,2.617429,0.691142,1.212262,0.330018,-0.582458,-1.147379,M
1.181507,4.038932,-1.093188,0.545548,-0.144729,-0.44036,-0.255647,0.581494,-0.025822,0.117849,0.440072,-0.154377,Y
1.879231,0.294832,2.525675,-1.190691,1.234758,-0.174336,-1.253218,1.107065,-2.15368,1.107352,-0.192299,0.064773,U
-3.493953,3.433219,1.949541,0.339135,-0.039388,1.467331,1.310745,-1.632886,0.575938,0.405469,1.32431,-1.076222,W
0.582993,-0.689499,3.582368,-0.347939,0.979908,-0.936744,-1.60596,0.805932,-0.472157,0.565825,0.183558,0.183777,N
-2.111987,-1.240935,-0.66873,0.972214,2.257846,1.403024,-0.198151,-0.122549,-0.725031,0.019512,1.605924,0.357698,S
-0.529955,-1.605775,1.337159,0.090072,0.337427,0.961793,1.041625,-0.479274,0.366974,0.090082,0.280401,-0.138903,G
0.570409,1.611919,-0.811502,-1.923149,1.822663,0.264008,0.350261,1.035602,-0.008466,-0.647204,0.469986,-0.163601,C
1.220546,-1.644722,0.55659,-1.636981,-0.148824,-4.294745,-1.893965,-3.262537,1.188679,1.123794,1.221001,-0.142223,L
-1.46074,2.35461,-1.635552,-1.146538,0.532568,-0.976919,0.836866,1.072089,-0.100331,0.27851,0.061659,-0.340493,E
-0.77398,-1.391668,-1.993498,-1.166595,0.403952,-1.789481,0.566847,-1.767528,0.185281,-0.107692,-0.149643,-0.470023,L
0.938663,2.339923,1.432839,0.356996,0.76077,1.48771,0.129837,-1.531793,-1.665089,0.075129,-0.841467,0.321686,Y
1.833261,0.743394,0.587222,-0.886578,0.377294,-0.070994,0.462107,0.22531,-0.283014,1.088505,-0.220575,-0.204775,U
0.77363,0.975054,-2.549563,0.591157,1.301933,-0.004398,0.034992,-0.441661,0.13789,-0.645505,-0.264306,-0.702513,I
0.89975,-3.41881,-0.69038,0.890434,3.58088,0.761637,-1.205992,1.067626,-2.498609,-1.167564,0.521162,-0.554539,J
0.653703,-0.57613,3.797232,0.424512,1.348536,-0.683153,-0.377854,1.795888,0.185428,0.240512,-0.832803,-0.14045,M
1.246355,1.614334,-0.728406,0.187443,0.419728,0.987294,0.105291,-1.646121,-0.843378,-0.229171,-2.622283,0.575952,T
1.240463,-0.808178,-0.217729,-1.608821,-0.680169,-0.148017,0.564705,0.543686,-0.122323,-0.119929,0.061517,-0.172535,E
3.396081,2.943373,0.550672,0.768383,-0.161428,0.629078,0.423863,-0.538445,0.371188,-0.478582,0.544459,0.336359,V
-0.532185,-0.917065,-1.286926,-2.072418,-1.379571,-0.25956,-0.791833,-0.108869,-0.990274,-0.359695,-0.610264,-0.169256,Z
2.611458,1.327925,-0.492297,0.02709,0.091046,-0.733547,0.830755,0.833526,0.018964,0.395904,0.407336,-0.190276,U
0.791422,-0.732292,-0.742678,-1.227271,1.14195,1.016356,0.510223,0.756366,-0.095783,0.44195,1.206139,-0.051698,G
1.641666,-2.59689,0.308474,1.588502,0.660861,-0.892809,-0.135937,-1.168273,0.52946,-0.909283,0.303763,0.564852,A
-1.01339,-2.369962,-1.65538,1.191879,-0.876027,0.653491,-0.823317,-1.01623,-0.91902,-0.129012,0.217562,-0.404479,Z
-0.366048,-1.372663,-1.621159,0.169424,0.078395,1.458025,0.599372,0.126369,0.157033,0.795356,0.072266,-0.380404,E
0.829602,-2.794391,-0.267854,0.188835,3.858845,0.747739,-0.513207,1.249443,-2.355043,-0.786056,0.320313,-0.154871,J
-2.67857,-1.150388,-1.071288,2.862009,2.135493,-0.46503,-0.314099,0.161571,0.121485,0.991975,0.638249,0.502298,N
-1.673236,-0.972201,-0.326512,-2.13838,0.047749,-0.046283,0.575134,-0.954071,0.305091,-0.523009,-0.085873,-0.570557,K
-1.845514,1.420057,1.495621,1.260485,0.024184,-0.920182,0.999481,-0.342624,-0.207894,1.05891,-0.429472,0.875582,W
-0.5456,-0.552142,-3.394398,-2.260774,-1.348371,-0.131459,-0.181992,0.751465,-0.772446,1.304449,-0.583367,-0.367705,Z
-1.619324,-0.130417,0.664035,0.377706,-0.013979,0.133919,-1.646433,0.187616,-0.62571,-0.273084,0.344539,-0.288494,O
-0.656455,2.692577,-1.389747,0.074366,-0.501311,0.114778,-1.944357,-0.274856,-0.035053,-0.755937,-0.341923,-0.484134,P
-2.624163,2.504421,0.128338,0.100179,0.072868,0.113402,-0.717725,-0.96622,-2.005043,0.850128,-0.48641,1.678416,V
-0.303202,-2.282434,0.038613,1.630935,0.406289,-1.616181,0.104201,-1.503245,0.111031,-0.628697,0.002109,0.158517,A
-0.856144,-0.035076,0.158414,-0.129952,-0.33483,-0.490648,-1.215622,-0.025752,-0.117003,0.466797,-0.516283,-0.227233,O
-0.841042,-1.084743,2.143294,0.6663,-0.64748,1.174552,0.721824,-0.238497,0.452133,0.034307,0.433214,-0.591372,O
-3.19729,0.391933,-1.499335,-1.259842,-0.97184,-0.698236,1.08775,0.476509,-0.166999,-0.222842,-0.304629,-0.188285,T
1.073477,2.883558,0.459825,-0.07394,0.656239,0.523233,-0.361074,-0.715095,0.731675,-0.327422,-0.239572,0.205665,V
2.354013,-2.283884,-1.711728,-0.014437,0.668466,-0.827339,0.734576,-1.195018,0.000312,0.00209,0.590836,-0.160154,L
3.134079,0.506854,-2.350485,1.100008,0.681954,0.220441,0.541925,0.072784,0.055849,-0.405308,-0.040225,-0.595922,I
0.759255,1.456139,-1.763327,1.339532,-0.357431,0.586406,-1.536416,0.013655,0.902338,-0.544359,0.198947,0.25543,I
3.218126,0.707321,1.224324,-0.313502,-0.064739,0.341719,0.81354,0.009003,-0.36778,0.544379,-0.39486,0.174434,U
-1.576829,0.300268,1.863819,0.696807,-0.027392,0.723923,1.116057,-0.444824,0.164301,-0.651453,0.890922,-0.690103,V
-1.514949,-0.642842,-1.148624,1.606069,-0.722394,1.208799,-1.056958,-0.086421,-0.091236,0.359097,0.547732,0.566044,F
-1.284655,1.98232,-0.207277,0.606673,-1.202962,-0.185775,0.208782,0.311283,0.405369,-0.64152,-0.553658,-0.327458,F
-0.022016,1.003549,2.551236,0.718359,1.031641,-0.263452,0.528496,-0.526992,0.870611,0.232764,0.166604,-0.003157,W
0.444974,0.4254,-2.994387,0.545461,1.506053,-0.07012,-0.37239,-0.756303,-0.471685,-0.569214,-0.249232,-0.676194,I
-0.126111,2.00731,-0.433211,-1.131042,0.938288,-1.6575,0.400193,0.338033,-0.030359,-0.085702,0.375782,-0.079618,U
-2.178222,0.381655,1.897063,0.893441,-0.469554,-1.427393,1.336,0.761958,-1.075627,-0.919851,-0.060001,0.224838,W
1.599702,-0.554792,3.333433,0.115497,1.066165,-0.547253,-1.727833,1.221844,-0.160972,-0.010126,0.686693,-0.008519,H
0.387812,-0.727418,3.491034,-0.441399,1.105734,-0.934456,-1.85732,0.530204,-0.678964,0.201413,0.006028,-0.060704,N
-0.575329,-0.730768,0.69701,-0.541999,0.131187,0.638679,0.129388,0.235787,-0.519585,-1.280484,0.086725,0.044347,Q
2.798694,-1.873486,0.706957,-1.757457,-0.539761,-3.918369,-0.656002,-3.023465,1.422037,0.795186,1.257067,-0.850521,L
0.832674,-1.413829,0.525019,-1.458178,0.017887,0.104948,-0.507259,-0.400751,0.174801,0.357953,0.171564,-0.276681,L
1.344993,2.377277,0.904013,0.158591,0.109665,1.059814,0.498351,-1.22032,-0.233553,-0.037497,-1.034693,0.565986,V
2.783371,0.364957,-2.247508,0.36254,-0.925984,0.122815,0.834338,0.761569,-0.044296,0.18613,-0.300135,-0.098175,Z
-3.177194,-0.52527,1.907663,-0.651339,-1.510272,2.419027,0.364414,-0.283386,0.349866,-0.118041,0.968175,-0.606888,G
-0.096556,-0.497031,0.493252,0.270017,-0.302753,-0.659018,-0.018896,0.612052,-1.272706,-0.199669,-0.039107,0.264254,U
-2.625215,0.818726,-0.576399,0.21458,0.728078,1.016895,0.517496,-0.751216,-0.551237,0.80001,1.135783,0.616398,K
-1.705919,-2.058053,-1.513772,-0.752629,0.182688,0.941347,-0.635851,-0.191626,0.098318,0.013019,0.936814,0.900432,Q
-3.356084,-4.142377,0.045071,0.390419,2.753238,0.678923,0.391229,0.797499,0.564665,-1.212921,-0.546228,1.177279,A
0.836312,-1.163717,0.88838,-0.962428,-0.535245,-0.731738,-0.645951,-0.092383,-0.623035,0.196051,-0.058912,-0.188728,Q
3.663094,-0.61551,2.801157,0.496935,0.443656,-0.370642,-0.686752,1.018958,-0.027553,-0.010867,0.505807,-0.233769,H
1.417343,-1.116628,-1.600429,1.038986,-0.463778,0.593841,0.194553,-0.029971,0.213394,1.240281,0.002284,-0.195679,X
2.477524,0.60599,-2.890827,0.945332,1.033462,0.243305,0.198219,0.131357,-0.031801,-0.317575,-0.01084,-0.471946,I
0.085221,-0.416147,1.10461,0.886054,-0.69433,0.086016,1.164325,-0.196656,0.767069,-0.228202,-0.095848,-0.255653,R
-2.512174,0.105541,1.042975,-0.148758,-2.003038,-0.033791,1.466742,-0.30655,0.013714,-0.61786,-0.333183,-0.306038,K
-1.375839,1.496996,0.396866,0.60599,-0.893006,-0.338321,-1.380149,-0.025104,-0.190889,-0.145697,0.111722,-0.714567,P
1.62062,3.064391,-1.194368,1.697998,-0.244574,-0.18856,-0.841648,0.54655,0.770072,0.106613,0.250677,-0.432943,F
-3.239392,-0.440726,1.226376,-1.493738,0.742899,-0.562477,0.2329,0.543402,-0.609802,0.054148,0.068222,0.340876,O
1.025764,-0.931482,0.889273,-1.012829,-0.307748,0.404763,-0.467501,0.287847,-0.502233,0.282361,-0.454372,-0.010107,Q
2.10021,3.39166,-1.329209,0.768422,-0.801626,-0.45693,0.011576,0.269657,-0.276353,0.158525,0.420195,-0.234913,T
-1.919085,3.766397,-1.795025,-0.289725,-0.03348,-1.736124,0.171675,0.205161,-0.76452,-0.23806,-0.06215,0.448471,Y
-0.398185,1.408422,1.626762,-0.105756,1.430854,0.650155,-0.166317,-1.109169,-1.787149,0.399896,-1.565299,0.679141,V
-1.414635,-2.175702,-1.965932,-0.039042,0.604053,-1.90349,-0.138192,-1.290502,-0.196945,0.172249,-0.254165,-0.117182,L
0.292083,2.152014,-0.808312,0.612516,-0.55446,-0.321773,-0.481078,-0.145197,-0.598151,-0.379217,-0.048277,-0.619394,F
-2.544656,0.002263,-2.271925,-0.380761,0.481574,0.747866,0.052305,0.190099,-0.487124,0.402154,0.311053,-0.662694,E
2.567661,-0.593647,0.213341,-2.367845,0.364756,1.351903,0.769272,0.533971,0.155038,0.179188,0.516645,-0.453713,C
-2.568424,-1.910998,-0.664121,0.134455,0.555043,1.1835,-0.242439,0.869456,0.676253,0.557487,0.441988,1.267294,B
-1.650985,2.558065,-0.658389,-0.105891,0.168476,-0.99375,-0.703951,0.357526,-0.532127,-0.800584,-0.542948,-0.605715,F
-0.282549,-0.514226,0.078262,0.056773,-1.319619,0.079982,0.498301,0.521887,0.012257,-1.226191,-0.657463,0.725808,I
-1.232626,-0.440857,-0.750296,1.383725,-0.360647,0.118104,-0.851737,-0.076557,-0.392169,0.220367,-0.458272,-0.977476,D
1.04401,-0.602417,3.077294,-0.326208,1.121516,-0.608714,-2.495061,0.965158,-0.506401,-0.457513,0.288164,-0.582198,H
-3.1592,2.710534,1.198938,0.525743,-0.494671,0.933412,-1.26695,-0.77133,-1.735273,0.939456,0.732362,1.232663,V
-1.265835,-0.852796,-1.454532,0.869683,-1.170246,1.164971,-0.940472,-0.057887,0.524971,0.736051,-0.420704,-0.218424,B
-1.504287,-0.262418,-1.137814,1.163203,1.598758,0.776577,-0.656521,0.172692,-0.434746,0.257784,1.279784,0.638888,S
3.374051,1.010105,2.489755,-0.834646,0.621613,0.15837,0.032714,1.46194,-1.560976,1.611921,0.377814,-0.423968,U
-0.231054,-0.166963,-1.302914,0.048046,0.3339,0.919106,0.651856,0.157973,0.679737,0.321121,-0.145051,-0.386511,E
-0.054276,0.50321,-1.105484,0.566772,1.530482,0.881647,-0.179298,0.132332,0.187542,-0.401085,0.983555,0.508783,S
-0.164145,-1.182373,-1.049118,1.904986,-0.489924,0.117787,-0.727,-0.319712,-0.562078,0.324688,-0.083581,-0.623231,D
0.272732,1.915352,-2.116977,-0.0121,-0.997057,-0.664517,0.330068,1.223088,-0.488497,0.194813,-0.0558,0.159513,Z
-0.375168,-0.130241,0.475779,-0.476136,-0.982795,-1.608394,0.568412,0.817179,-1.136725,-1.506062,0.48926,0.54041,A
-1.14659,-0.695666,3.721651,-0.785047,1.275933,-1.16519,-2.203398,0.336317,-0.776692,0.467126,-0.10901,0.034905,N
4.278417,-0.636234,2.693087,0.408382,0.56433,-0.399732,-0.621934,1.116146,-0.171744,0.194989,0.659513,0.057173,H
-0.960921,3.220529,1.137953,0.685643,0.089194,-0.275753,0.810807,-0.111288,0.801917,0.271538,0.696827,0.266068,W
1.569014,-1.740299,0.579999,-1.774981,-0.212594,-4.133012,-1.61859,-3.241618,1.293369,0.862285,1.171399,-0.43941,L
-1.557127,0.102798,1.493691,0.735839,-1.717125,0.158691,1.179995,0.162687,-0.161675,-0.426243,-0.008007,-0.01102,H
-1.807314,-0.747882,-0.078585,-0.487914,-0.56927,-0.878331,-0.381307,-0.419141,0.486581,-0.022786,-0.670772,-0.205064,R
-2.363815,-0.847338,0.716478,-0.305403,-0.47393,0.181353,-0.327109,0.728413,1.529057,0.990523,-0.558824,-0.612118,H
0.583547,3.989011,-0.223651,0.949602,0.172717,-0.720176,-1.695721,0.915476,0.746932,-1.156212,0.181819,-0.395066,F
-0.554411,-0.265643,0.18159,0.053952,0.5218,-0.136485,-1.344721,0.616147,-0.190371,-0.187127,0.091289,-0.57911,O
3.561677,-0.735244,3.342451,0.330051,0.151664,-0.60799,-0.457425,0.686329,-0.103223,0.205125,0.281074,-0.051007,N
2.532354,-1.889277,0.546136,-1.860852,-0.286247,-3.934425,-1.050888,-3.303438,1.27203,0.477428,1.247036,-0.535571,L
-3.100779,0.296525,-1.387146,1.002267,0.221885,0.447368,0.068093,-0.347062,0.239695,1.489829,1.083028,0.391532,X
-0.696007,-0.284445,0.975961,0.654176,-0.618894,-1.104344,1.186904,-0.050698,-0.048142,-0.109396,0.056575,-0.001109,N
-1.336636,-2.607378,-0.843227,0.920458,0.480104,0.973121,-0.734802,-0.733021,0.307195,1.179808,-0.01228,0.661921,D
-0.887513,3.564714,-1.752882,-0.369816,0.170447,-0.914147,-0.510447,-0.34872,0.051992,-0.846626,-0.267224,-0.585318,F
-1.02057,-0.092982,-0.314637,1.288628,-0.375343,0.043078,-0.994688,0.171802,0.122013,0.059541,-0.347828,-0.8516,D
-1.494439,-0.617994,0.940184,1.359142,-1.328948,-1.308208,1.872323,1.328882,-0.218681,0.16413,-1.135234,0.629663,M
-1.299705,1.719349,-2.310294,-0.563093,-0.820793,0.0264,-0.001929,0.153417,-0.659548,-0.465269,0.172669,-0.289529,Z
-3.061691,0.264344,0.348144,-1.319606,-1.097549,1.42277,0.357113,-0.430422,1.155796,-0.579427,0.772738,-0.510714,E
0.825347,-0.5772,0.248848,-0.381134,-0.091616,-0.150046,0.480151,-0.032155,-0.12357,0.16702,-0.133695,-0.318634,H
-0.514967,-1.343314,0.657091,-0.193651,-1.00224,-0.133118,-1.370862,0.758626,0.764515,-0.643524,-0.864549,0.40811,H
-0.826841,-1.168677,-1.208044,-1.233818,-0.184473,-4.336452,-0.7574,-2.35881,0.024575,0.384746,0.045387,-0.309248,L
2.658666,2.091076,-0.242361,0.002135,0.023319,0.98985,0.532949,-0.870946,-0.371511,0.122679,-2.6743,0.412657,T
1.351195,-0.718788,3.254822,0.65176,1.524683,-0.620904,-0.263441,1.736458,0.183577,0.178263,-0.580509,-0.127507,M
4.305616,1.048765,2.325511,-0.537302,0.474502,0.321685,-0.03861,1.135876,-1.322367,1.108098,0.403805,-0.139635,U
-1.71296,1.025255,-0.340195,1.897517,-0.07553,0.343455,-1.681597,0.545719,1.288171,0.54061,0.76618,1.153253,P
-4.289255,-0.925749,2.213777,0.923173,-0.612076,-0.652843,1.955176,1.421951,2.348371,0.307218,-1.307973,-0.376726,M
-1.102258,-2.179379,-0.248059,-2.268733,-0.093353,0.789522,-0.714268,-0.040619,-0.319734,1.441666,0.034435,0.062164,G
-1.643035,-0.223149,0.664259,-0.725719,1.048072,-0.02332,0.067552,-0.423571,0.419121,0.711054,-0.006429,0.745596,U
-2.633379,1.322761,-0.873434,-0.793457,1.274635,-0.786469,1.029928,0.593071,0.177167,0.354064,-0.207929,-0.287982,H
1.756367,2.455929,0.891576,1.028171,-1.298069,0.400328,-2.401719,0.882066,1.675779,-0.799853,0.580066,-0.210434,P
0.966551,-1.827133,-0.045169,-1.545479,-0.306301,0.604582,-0.076213,0.064408,-0.315138,0.998175,-0.010093,0.166167,G
0.82194,-0.667885,3.13745,-0.467257,1.71329,-0.753427,-2.237937,1.089395,-0.900587,0.017383,0.626847,0.068558,H
-0.4243,0.168245,-1.218498,0.878332,-0.238531,1.758415,-1.184407,-0.306101,0.516512,0.311746,0.931397,0.287299,I
-0.877421,1.30509,0.384742,0.015911,1.66596,-0.684356,0.678376,0.435138,1.19706,-0.186477,-0.704306,-0.198222,N
-3.963829,-0.293132,0.069478,1.521728,-0.270375,0.860762,-0.734615,-0.412082,-0.270932,1.772004,0.823704,1.017209,H
-3.857132,-0.497602,-0.134588,0.26596,-2.425366,-1.029988,1.341358,1.011718,-0.255187,-2.77104,1.117006,0.021336,S
-1.202093,0.778221,-1.432535,-0.155301,-0.309399,-0.066013,-0.181091,0.463382,-0.286821,0.639665,0.158664,0.169688,S
3.558039,-2.354205,0.316536,1.579143,0.358546,-1.87479,0.992442,-1.378416,0.840576,-0.874294,0.734082,0.323771,A
-0.280499,-1.638446,-1.018347,1.306509,-0.3368,0.741193,-0.555149,0.170897,1.036939,0.49874,-1.045196,-0.148177,R
0.476153,1.418233,0.460624,-1.842411,1.187614,-0.161338,-0.066006,0.107366,0.000822,0.303976,-0.414471,-0.759933,U
-1.42854,-1.013648,0.17169,-1.038754,-0.823872,0.200845,-1.146152,0.292749,-0.820658,-1.16767,-0.064396,0.165406,S
-3.417424,1.379633,-1.217218,1.586042,-0.574739,-0.726863,-1.341612,0.620343,0.049081,-0.87375,0.774753,1.070419,P
-1.349509,-0.830304,-1.710258,0.101042,0.194276,0.914463,-0.387843,0.433038,-0.122777,0.814317,0.043213,0.166827,S
2.326286,-2.721519,-1.625533,3.127724,0.808185,1.077216,-0.875755,-0.334285,-2.295811,0.19286,0.594571,-0.099181,J
0.805498,-0.241163,0.826656,-0.222496,-0.202709,-0.268466,0.47932,0.174792,-0.770464,-0.169475,-0.451371,0.033615,U
-0.312655,-2.455279,-0.305347,0.972539,0.778775,-1.729454,-0.168876,-1.248289,0.262311,-0.82797,0.30797,0.274252,A
-1.321,1.402568,2.328253,1.188399,0.795252,0.806448,0.67923,-1.090833,-0.49727,0.588839,0.454121,-0.246394,W
-0.14014,-0.94385,-3.182204,0.465801,2.340454,1.120681,-0.222507,-0.898718,-0.611927,-0.025448,0.236938,-0.527582,I
1.636909,-1.702919,0.723211,-0.132969,-0.979871,-4.139678,-1.258168,-1.269701,0.246304,0.762365,-0.324637,0.105321,L
1.944721,-0.293342,-0.190483,-2.534265,0.672596,1.45334,0.71372,0.804073,0.066099,0.501085,0.404185,-0.47624,C
4.774572,-2.34797,-0.182733,1.7461,1.599641,1.107026,0.850796,1.069778,-1.359291,-0.405835,0.693321,-0.172001,J
0.217506,-1.534047,-0.395605,-0.468023,0.438395,2.113383,-0.569599,0.29719,0.70525,-0.756375,0.686797,0.819584,E
1.690791,-0.051169,-0.107057,0.393521,-1.014101,-1.037181,-0.596953,0.444457,-0.302702,0.917114,-0.26525,0.056355,D
-3.675666,-0.079284,-2.282511,0.249349,1.019641,-0.693751,0.293515,0.296658,0.510502,1.243969,-0.243508,0.720217,X
-1.733169,-0.52657,0.655772,-0.622992,-0.826516,0.584354,-1.286705,0.137765,-0.118881,-0.72225,0.385357,-0.592385,P
0.193636,-0.80458,1.032683,-1.55149,-0.214207,0.873938,-0.649225,0.028236,-0.451859,0.540901,-0.806254,0.636724,Q
-2.52933,-1.221717,1.324811,0.038804,-0.919467,-0.968255,-1.4287,-0.018144,-0.602057,0.676206,-0.061684,-0.11082,O
-2.464457,-1.432031,-2.219675,1.173172,0.522891,1.540647,-2.007989,0.214439,0.104054,0.043992,0.66266,0.452434,I
1.836764,-0.04721,-2.37222,0.171354,-0.406226,0.067261,0.742622,0.955758,-0.061762,0.150911,0.203007,-0.359641,Z
1.100948,1.737683,1.728963,0.421068,0.905725,0.936342,0.012099,-1.2583,-1.03323,-0.255156,-0.603675,0.433078,V
3.186274,-0.954726,-0.68695,-2.937097,-0.494607,0.319305,1.353009,0.528598,0.804741,-0.342468,0.694657,0.27405,E
-0.957194,1.115968,1.824724,1.905995,-0.430912,-0.290191,1.03537,-0.458274,-0.91066,0.789653,0.064643,0.839384,W
-1.030387,-0.635775,1.389123,0.829288,0.413503,-1.151169,1.092304,-0.380103,0.091922,0.269901,-0.67137,-0.685973,U
3.462651,-0.90952,2.349528,-1.138452,0.928861,0.776612,-0.002949,0.057558,1.800606,-0.209604,0.832062,0.169242,K
2.92084,-0.350455,-0.057141,0.000513,0.923558,-0.279236,-1.126331,-1.49971,-0.708835,-1.082741,-0.387175,0.051528,I
0.559399,-0.610748,-3.314921,-2.141213,-1.532123,-0.091911,0.033561,0.976602,-0.695106,1.409657,-0.471389,-0.17526,Z
2.444078,1.896933,0.203066,1.184492,-1.095918,0.208883,0.51923,0.653056,0.251441,0.496437,0.291325,-0.344035,F
1.27116,-1.13384,0.575652,-0.874989,-0.349682,-0.163398,-0.341991,0.963819,-0.710869,0.547761,0.08008,-0.178785,O
-4.182184,0.203847,-0.101543,0.663083,-2.43116,-1.568026,0.80701,0.19491,0.124165,-2.40549,0.492031,-0.242724,S
-0.630643,1.674523,2.548701,0.314203,1.222939,-0.238226,0.331481,-0.921064,0.813326,0.238044,0.426726,-0.146165,W
-3.815907,3.184257,-0.818183,-0.334391,0.19517,-0.034138,-1.093897,-0.671416,0.125709,-1.885472,-0.163694,0.01313,Y
0.567196,-0.63447,0.222305,-1.054111,-1.284575,0.301165,-0.713878,0.16662,-0.616219,-1.142799,0.493282,0.123894,S
2.21074,1.174149,0.624695,-0.803028,0.132682,0.183655,0.925178,0.336798,-0.151784,1.128424,-0.550668,-0.301048,U
0.385821,-0.99778,-0.786986,1.366545,-0.252539,0.200674,0.388418,0.160619,-0.119091,0.630721,0.167717,-0.642013,H
-0.729841,-0.361056,-1.490997,0.26321,0.078002,-0.119834,-0.464404,-0.053953,0.373908,-0.164733,-0.73266,-0.342175,S
1.78539,2.264297,1.107298,0.023093,0.023162,1.055365,0.281202,-1.060701,-0.414286,-0.293877,-1.049697,0.290927,V
-3.972388,2.972421,1.080522,0.209163,-0.011097,0.297076,-0.889164,-0.781982,-1.959373,1.640925,0.86399,1.988083,V
1.51912,-1.833249,-1.826197,0.305183,2.13954,-0.30853,0.096714,0.410203,-0.938309,-0.72471,-0.138751,-0.308083,J
-2.807902,-0.407522,-0.27141,0.558965,-0.708501,-0.081915,0.227234,0.875751,0.289562,-0.494115,-0.302431,1.130556,B
-1.279113,-1.241587,0.057945,-0.669032,-0.425609,1.397682,-0.553429,0.094051,0.494683,0.702295,-0.257878,-0.153204,R
-0.656836,3.652305,-1.447386,-1.352004,1.797079,-1.396845,-1.048306,0.643463,0.948833,-1.193073,-0.573794,0.360491,F
0.508409,-0.927155,-1.171381,-2.841432,-1.360488,0.051542,-0.051414,-0.120238,-1.348023,-0.066088,0.167502,0.604859,S
-0.234024,-1.333694,0.649242,-0.285684,0.524879,0.49535,0.750115,0.50098,-0.376219,-0.931784,0.828192,-0.375115,Q
-0.903501,4.394419,-0.892259,0.108577,0.665373,-0.152658,-1.382727,0.636497,0.680714,0.164263,0.579682,0.178072,Y
1.392346,-2.76032,-0.052119,1.814515,0.498423,-1.548553,0.712947,-0.94476,0.353146,-0.328835,0.726981,0.445473,A
-0.336635,-3.348743,0.286435,1.38266,1.829327,0.621969,0.864566,0.015317,0.061449,-0.588104,0.172649,1.88745,A
-0.939306,-0.151535,1.921571,0.405595,-0.094667,0.093532,0.603495,0.314255,0.245053,-0.308998,-0.14622,-0.267457,W
-0.385944,-0.988333,-1.151182,-2.721467,-1.47719,-0.067261,0.153127,0.008035,-1.01974,0.423875,0.35703,0.455471,S
-0.326511,-0.120835,0.560771,-0.122288,-1.918978,0.997201,0.17968,-0.094483,0.51981,-0.66072,-0.0623,-0.214307,F
2.554409,-0.104744,-0.703891,1.390233,-0.945916,0.544278,0.340975,0.315391,0.26379,-0.142779,-0.228613,-0.16476,B
-1.176192,1.89147,-1.195872,-2.349936,2.407334,0.291746,-0.242435,1.114059,-0.3592,-0.625026,0.183678,-0.545623,C
0.932057,-1.847472,-0.666933,1.426531,-0.12313,0.376374,0.260569,0.528146,0.647012,0.257673,-0.470651,0.072087,R
2.177599,1.774024,-0.410449,-0.100085,0.4962,-0.538754,0.740938,1.415401,-0.067463,0.661612,0.359839,-0.030524,U
