@relation 'amazon-commerce-reviews-weka.filters.unsupervised.attribute.Remove-V-R7,386,388,448,678,821,889,1011,1295,2115,6597,6629,6707,6740,6755,6793,6896,6921,6924,6939,6966,6977,6995,7024,7468,7700,7976,8058,8977,9200,9967,10001'

@attribute V7 numeric
@attribute V386 numeric
@attribute V388 numeric
@attribute V448 numeric
@attribute V678 numeric
@attribute V821 numeric
@attribute V889 numeric
@attribute V1011 numeric
@attribute V1295 numeric
@attribute V2115 numeric
@attribute V6597 numeric
@attribute V6629 numeric
@attribute V6707 numeric
@attribute V6740 numeric
@attribute V6755 numeric
@attribute V6793 numeric
@attribute V6896 numeric
@attribute V6921 numeric
@attribute V6924 numeric
@attribute V6939 numeric
@attribute V6966 numeric
@attribute V6977 numeric
@attribute V6995 numeric
@attribute V7024 numeric
@attribute V7468 numeric
@attribute V7700 numeric
@attribute V7976 numeric
@attribute V8058 numeric
@attribute V8977 numeric
@attribute V9200 numeric
@attribute V9967 numeric
@attribute Class {Agresti,Ashbacher,Auken,Blankenship,Brody,Brown,Bukowsky,CFH,Calvinnme,Chachra,Chandler,Chell,Cholette,Comdet,Corn,Cutey,Davisson,Dent,Engineer,Goonan,Grove,Harp,Hayes,Janson,Johnson,Koenig,Kolln,Lawyeraau,Lee,Lovitt,Mahlers2nd,Mark,McKee,Merritt,Messick,Mitchell,Morrison,Neal,Nigam,Peterson,Power,Riley,Robert,Shea,Sherwin,Taylor,Vernon,Vision,Walters,Wilson}

@data
2,0,0,0,0,0,0,0,0,0,10,9,1,0,0,2,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,Corn
2,0,0,0,0,0,0,0,0,0,18,22,11,8,1,2,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,Agresti
0,0,0,0,0,0,0,0,0,0,25,9,5,0,0,5,1,1,4,4,3,3,0,1,1,1,0,1,0,1,0,Messick
6,0,0,0,0,0,0,0,0,0,16,5,1,0,3,3,0,0,2,2,1,1,0,3,0,0,0,0,0,0,0,Brody
14,0,0,0,0,0,0,0,0,0,7,7,1,2,12,5,2,2,5,5,1,1,1,0,0,0,1,0,0,0,0,Davisson
0,2,0,0,0,0,0,0,0,0,6,5,7,6,0,0,0,0,0,0,1,1,3,0,1,1,0,1,1,0,0,Kolln
4,0,0,1,1,0,0,0,0,0,16,9,2,0,3,2,0,0,2,2,4,4,0,0,0,0,0,0,0,0,0,CFH
7,0,0,0,0,0,0,0,0,0,15,5,2,0,7,4,0,0,3,3,0,0,0,4,2,2,0,0,0,1,0,Brody
6,0,0,0,0,0,0,0,0,0,7,9,4,22,2,0,1,1,0,0,2,2,8,0,0,0,8,2,0,0,1,Sherwin
2,0,0,0,0,0,0,0,0,0,11,7,3,2,1,1,2,2,1,1,0,0,1,4,0,0,0,0,0,0,0,Calvinnme
7,0,0,0,0,0,0,0,0,1,9,11,1,2,6,1,0,0,1,1,2,2,1,0,1,1,0,0,0,0,0,Koenig
7,0,0,0,0,0,0,0,0,0,2,9,6,26,4,0,1,0,0,0,0,0,12,0,0,0,6,3,0,0,2,Sherwin
0,0,0,0,0,0,0,0,0,0,20,13,2,4,0,5,0,0,4,3,0,0,2,7,1,1,0,0,0,0,0,Nigam
5,0,0,0,0,0,0,0,0,0,4,9,2,0,4,0,2,1,0,0,0,0,0,0,0,0,3,1,1,0,0,Sherwin
0,0,0,0,0,0,0,0,0,0,15,5,8,6,0,2,1,1,2,2,5,5,3,0,0,0,1,0,1,0,0,Kolln
1,0,0,0,0,0,0,0,0,0,12,5,0,0,1,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,Lawyeraau
0,0,0,1,0,1,0,0,0,0,24,5,3,2,0,5,0,0,2,2,6,6,0,0,0,0,0,0,3,0,0,Merritt
0,0,0,0,0,0,0,0,0,0,13,11,6,2,0,2,0,0,1,1,4,4,1,0,0,0,1,0,1,0,0,Auken
3,0,0,0,0,0,1,0,0,0,11,5,2,0,2,0,2,2,0,0,1,1,0,0,0,0,0,0,0,4,0,Morrison
2,0,0,0,0,0,0,0,0,0,6,3,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
6,0,0,1,0,0,0,0,0,0,9,7,3,0,3,1,5,5,1,1,1,1,0,4,0,0,0,2,0,0,0,Brown
7,0,0,0,0,0,0,0,0,0,3,1,4,4,5,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,Chell
2,0,7,0,0,0,0,0,0,0,4,10,7,4,1,1,1,1,1,1,0,0,2,0,3,1,0,0,0,0,0,Engineer
6,0,0,0,0,0,0,0,0,0,13,6,4,0,4,3,11,10,2,2,2,2,0,0,0,0,0,0,0,0,0,Bukowsky
1,0,0,0,0,0,0,0,0,0,12,9,3,4,0,2,2,2,1,1,3,3,2,2,3,3,0,0,0,0,0,Shea
5,0,0,0,0,0,0,0,0,0,11,3,1,2,4,3,0,0,3,3,2,2,1,9,0,0,0,0,0,0,0,Robert
0,0,0,0,0,0,0,0,0,0,8,3,8,4,0,0,0,0,0,0,3,3,1,2,3,3,0,0,0,0,0,Hayes
5,0,0,1,0,1,0,0,0,0,20,5,5,8,1,4,0,0,2,2,4,4,3,0,0,0,1,0,0,0,1,Merritt
2,0,0,0,0,0,0,0,0,0,17,7,2,8,2,4,0,0,4,3,2,2,2,1,0,0,0,0,2,0,0,Robert
4,0,0,0,0,0,0,0,0,0,7,7,2,3,4,1,4,4,1,0,1,1,1,0,0,0,0,0,0,0,0,Vision
1,0,0,0,1,0,0,0,0,0,14,5,9,0,1,4,3,3,2,1,2,2,0,0,1,1,1,1,0,0,0,Lee
1,0,0,0,0,0,0,0,0,0,4,18,10,2,0,1,1,1,0,0,0,0,0,4,1,1,0,1,0,0,1,Mitchell
1,0,0,0,0,0,0,0,0,0,12,13,1,10,1,1,0,0,1,1,4,4,2,0,0,0,0,0,0,0,4,Walters
0,0,0,0,0,0,0,0,0,0,14,7,6,10,0,5,0,0,3,3,7,7,5,1,0,0,2,2,2,0,0,Kolln
0,0,0,0,0,0,0,0,0,0,12,7,3,4,0,4,5,5,4,4,0,0,2,0,1,1,0,0,0,0,0,Davisson
0,3,0,0,0,0,0,0,0,0,24,9,4,0,0,3,0,0,2,2,1,1,0,0,0,0,5,1,0,0,0,Taylor
5,0,0,0,0,0,0,0,0,0,8,5,11,6,2,1,0,0,0,0,4,4,2,0,0,0,0,4,0,0,0,Chell
3,0,0,0,0,0,0,0,0,0,18,3,5,0,3,5,0,0,1,1,0,0,0,2,0,0,2,2,0,0,0,Cholette
2,0,0,0,0,0,0,0,0,0,26,5,2,22,1,4,0,0,3,3,1,1,11,0,0,0,0,0,0,0,2,Wilson
1,0,0,0,0,0,0,0,0,0,14,7,2,0,1,6,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,Taylor
5,0,0,0,0,1,0,0,0,0,15,5,4,2,5,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,Merritt
8,0,0,0,0,0,0,0,0,0,17,14,0,0,8,4,4,4,3,3,0,0,0,3,0,0,2,0,0,0,0,Blankenship
7,0,0,0,0,0,0,0,0,0,5,9,7,0,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1,0,Dent
12,0,0,0,0,0,0,0,0,0,6,7,3,4,11,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,Riley
0,0,0,0,0,0,0,0,0,0,20,5,10,4,0,4,0,0,3,2,0,0,1,1,0,0,0,2,0,0,0,Bukowsky
1,0,0,0,0,0,1,0,0,0,16,4,5,0,1,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,Morrison
2,0,0,0,0,0,0,0,0,0,21,9,2,2,1,6,0,0,2,2,0,0,1,6,0,0,0,0,1,0,0,Lawyeraau
0,0,0,0,0,0,0,0,1,0,9,15,2,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,Mark
11,0,0,0,0,0,0,0,0,0,15,14,6,0,9,2,4,4,0,0,4,4,0,0,2,2,0,2,0,0,0,Mahlers2nd
0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lawyeraau
0,0,0,0,0,0,0,0,0,0,28,6,11,0,0,7,6,6,5,5,0,0,0,0,2,2,1,0,0,0,0,Shea
5,0,0,0,0,0,0,0,0,0,13,9,1,0,4,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,Goonan
4,0,0,1,0,0,0,0,0,0,4,5,0,2,3,0,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,Brown
6,0,0,0,0,0,0,0,0,0,10,5,3,6,3,2,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,McKee
11,0,0,0,0,0,0,0,0,0,12,7,2,10,8,0,6,6,0,0,1,1,5,0,0,0,6,1,0,0,0,Sherwin
9,0,0,0,0,0,0,0,0,0,11,7,7,0,6,0,6,6,0,0,3,3,0,5,1,1,0,0,0,0,0,Goonan
1,0,0,0,0,0,0,0,0,0,13,7,1,4,1,3,4,3,3,3,1,1,2,0,0,0,0,0,0,0,0,Vernon
12,0,0,0,0,0,0,0,0,0,10,18,19,2,7,1,1,1,0,0,0,0,1,0,10,6,0,0,0,4,0,Dent
2,0,0,0,0,0,0,0,0,0,12,7,2,12,0,1,0,0,1,1,3,3,6,0,0,0,0,0,1,1,0,Kolln
7,0,0,0,0,0,0,0,0,0,10,5,3,0,5,1,1,1,1,1,4,4,0,0,0,0,0,1,0,1,0,Lovitt
3,0,0,0,0,0,0,4,0,0,10,1,5,0,3,3,2,2,3,3,2,2,0,4,4,4,0,0,0,0,0,Hayes
0,0,0,1,0,0,0,0,0,0,11,3,3,2,0,3,0,0,3,3,2,2,0,1,2,2,0,0,0,0,0,Hayes
9,0,0,0,0,0,0,0,0,0,3,7,2,0,8,0,2,2,0,0,0,0,0,0,0,0,4,1,0,0,0,Sherwin
8,0,0,0,0,0,0,0,0,0,12,5,0,4,8,4,6,6,3,3,2,2,2,6,0,0,3,0,0,0,0,Robert
4,0,0,0,0,0,0,0,0,0,16,3,2,0,4,4,1,1,4,4,4,2,0,0,0,0,2,0,0,0,0,Cholette
3,0,0,0,0,0,0,0,0,0,11,3,6,6,1,6,1,0,5,4,4,4,3,3,1,1,0,0,0,0,1,Hayes
0,0,0,0,0,0,0,0,0,0,19,9,7,0,0,2,0,0,2,2,1,1,0,1,2,2,0,0,0,1,0,Messick
14,0,0,0,0,0,0,0,0,0,10,7,1,6,12,0,3,3,0,0,3,3,3,0,0,0,0,0,0,0,0,Riley
2,0,0,0,0,0,0,0,0,0,29,5,12,4,2,8,0,0,5,3,0,0,2,1,0,0,0,4,0,0,1,Wilson
7,0,0,0,0,1,0,0,1,0,9,16,1,0,4,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,Chachra
2,0,0,0,0,0,0,0,0,0,21,10,2,0,1,6,3,1,4,4,2,2,0,1,1,1,0,0,0,0,0,Calvinnme
0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Brody
1,0,0,0,0,0,1,0,0,0,15,5,0,4,1,4,0,0,1,1,1,1,2,0,0,0,5,0,2,0,0,Lee
2,0,6,0,0,0,0,0,0,0,4,10,6,2,1,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,Engineer
9,0,0,0,0,0,0,0,0,0,8,15,7,2,7,0,11,10,0,0,2,2,1,0,3,3,0,3,0,0,0,Mahlers2nd
0,0,0,1,0,0,0,0,0,0,29,5,0,2,0,11,1,1,11,11,1,1,1,0,0,0,0,0,1,0,0,Vernon
0,0,0,0,1,0,0,0,0,0,21,7,10,18,0,5,0,0,4,4,5,5,7,1,0,0,1,2,2,0,0,Kolln
9,0,0,1,0,0,0,0,0,0,29,11,5,6,7,9,1,0,6,6,2,2,3,9,0,0,1,2,0,0,0,Brown
1,0,0,0,0,0,0,0,0,0,6,5,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,McKee
1,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,Ashbacher
0,0,0,0,0,1,0,0,0,0,20,7,7,10,0,4,1,0,1,1,6,6,4,0,0,0,0,0,0,0,2,Merritt
16,0,0,0,0,0,0,0,0,0,17,15,0,0,14,9,2,2,8,7,0,0,0,0,0,0,0,0,0,0,0,Power
1,0,0,0,0,0,0,0,0,0,11,5,2,2,0,4,2,1,3,3,0,0,1,8,0,0,0,0,0,0,0,Janson
1,0,0,0,0,1,0,0,0,0,20,5,10,0,1,6,0,0,4,4,6,6,0,1,0,0,4,0,7,0,0,Merritt
16,0,0,0,0,0,0,0,0,0,4,5,3,0,14,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,Nigam
5,0,0,0,0,0,0,0,0,0,4,9,7,29,2,0,1,0,0,0,0,0,12,0,0,0,8,3,0,0,1,Sherwin
2,0,0,0,0,0,0,0,0,0,3,3,0,0,2,1,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,McKee
5,0,0,0,0,0,0,0,0,0,19,2,6,12,4,3,1,1,3,3,4,5,6,0,0,0,0,2,0,0,1,Chell
2,0,0,0,0,0,0,0,0,0,15,7,5,2,2,5,1,1,4,3,2,2,1,5,0,0,2,2,0,0,0,Peterson
3,0,0,0,0,0,0,0,0,0,12,7,0,4,2,4,1,1,2,2,5,5,1,0,0,0,0,0,1,0,0,Robert
3,0,0,0,0,0,0,0,0,0,13,7,0,2,2,4,0,0,2,2,0,0,1,7,0,0,0,0,0,0,0,Lawyeraau
8,0,0,0,0,0,0,0,0,0,4,10,0,0,6,2,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,Blankenship
6,0,0,0,0,0,0,0,0,0,4,9,4,0,5,1,8,8,0,0,1,1,0,0,0,0,3,2,0,0,0,Sherwin
0,0,0,0,0,0,0,0,0,0,21,7,2,0,0,3,0,0,0,0,4,4,0,1,0,0,0,1,0,0,0,Peterson
5,0,0,0,0,0,0,0,0,0,9,7,0,8,5,1,3,3,1,1,0,0,4,4,0,0,0,0,0,0,0,Nigam
0,0,0,0,0,0,0,0,0,0,24,7,12,6,0,6,0,0,6,6,0,0,2,0,0,0,0,5,0,0,0,Wilson
5,0,0,0,0,0,0,0,0,0,17,5,16,2,4,3,0,0,3,3,6,6,1,0,8,7,0,0,0,0,0,Hayes
0,0,0,0,0,0,0,0,0,0,13,11,5,1,0,1,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,Agresti
6,0,0,0,0,0,0,0,0,0,13,7,3,6,5,1,1,1,1,1,0,0,2,4,0,0,0,0,0,0,0,Davisson
3,0,0,0,0,0,0,0,0,0,14,13,10,10,1,3,5,5,1,1,2,2,4,2,0,0,0,1,0,0,4,Lovitt
0,0,0,0,0,0,0,0,0,0,15,5,6,0,0,3,0,0,2,2,2,2,0,4,1,1,0,1,0,0,0,Messick
5,0,0,0,0,0,0,0,0,1,15,7,4,2,4,5,1,0,4,3,2,2,1,2,1,1,1,0,0,0,0,Koenig
2,0,0,0,0,0,0,0,0,0,14,5,8,0,2,4,0,0,1,1,4,4,0,0,2,2,0,2,3,1,0,Morrison
0,0,0,0,0,0,0,0,0,0,18,7,9,0,0,6,0,0,3,3,0,0,0,0,2,0,0,4,2,3,0,Messick
3,0,0,0,0,0,0,0,0,0,3,7,1,0,1,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,McKee
0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,Lawyeraau
1,0,0,0,0,0,0,0,0,1,11,12,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Koenig
0,0,2,0,0,0,0,0,0,0,16,13,5,8,0,3,6,5,2,2,2,2,1,0,0,0,0,0,2,0,0,Engineer
18,0,0,0,0,0,0,0,0,0,17,10,0,0,17,4,2,2,1,0,0,0,0,1,0,0,3,0,0,0,0,Blankenship
1,0,0,0,0,0,0,0,0,0,16,5,3,2,1,4,1,1,4,4,2,2,1,0,0,0,0,0,2,0,0,Robert
4,0,0,0,0,0,0,0,0,0,8,7,2,0,2,2,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,Engineer
0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Ashbacher
9,0,0,0,0,0,0,0,0,0,13,12,13,0,7,0,1,1,0,0,2,2,0,0,8,2,0,0,0,2,0,Dent
0,0,0,0,0,0,0,0,0,0,15,5,1,0,0,7,0,0,4,4,4,4,0,4,0,0,1,0,3,0,0,Messick
12,0,0,0,0,0,0,0,0,0,7,3,1,0,7,2,6,3,2,2,1,1,0,0,0,0,0,0,0,1,0,Cutey
4,0,0,0,0,0,0,0,0,0,8,9,0,0,3,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,Chandler
4,0,0,0,0,0,0,0,0,0,16,12,0,0,2,4,4,4,3,2,0,0,0,0,0,0,0,0,0,1,0,Power
0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Chachra
0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ashbacher
6,0,0,0,0,0,0,1,0,0,3,13,3,0,3,0,9,8,0,0,2,2,0,0,1,1,0,0,0,0,0,Johnson
5,0,0,0,0,0,0,0,0,0,22,5,2,6,3,3,0,0,2,2,4,4,3,9,0,0,1,0,0,0,0,Cholette
3,0,0,0,0,0,0,0,0,0,25,9,7,0,2,2,3,3,2,2,0,0,0,6,0,0,2,0,0,0,0,Neal
6,0,0,0,0,0,0,0,0,0,28,7,3,24,6,5,0,0,3,3,4,4,12,1,0,0,1,0,2,0,1,Robert
4,0,0,0,0,0,0,0,0,0,10,9,3,0,4,0,1,1,0,0,1,1,0,0,0,0,7,1,1,0,0,Sherwin
8,0,0,0,0,0,0,0,0,0,20,17,0,0,8,6,10,8,3,3,0,0,0,6,0,0,0,0,0,0,0,Power
2,0,0,0,0,0,0,0,0,0,10,9,0,0,0,3,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,Comdet
3,0,0,0,0,2,0,0,0,0,10,11,4,0,1,3,6,6,2,2,0,0,0,0,2,2,0,0,0,0,0,Nigam
5,0,0,0,0,0,0,0,0,0,17,7,0,2,5,6,2,1,5,5,0,0,1,4,0,0,0,0,0,0,0,Grove
2,0,0,0,0,0,0,0,0,0,8,1,2,6,1,2,0,0,2,2,0,0,3,0,1,1,2,0,1,0,0,Janson
1,0,0,0,0,0,0,0,0,0,15,7,10,0,1,3,0,0,3,3,2,2,0,0,0,0,0,0,0,2,0,Messick
0,1,0,0,0,0,0,0,0,0,17,5,8,6,0,3,0,0,3,3,5,5,3,2,0,0,0,2,0,0,1,Walters
1,0,0,0,0,0,0,0,0,0,21,5,0,6,1,10,4,4,9,9,2,2,3,2,0,0,1,0,0,0,0,Vernon
4,0,0,0,0,0,0,1,0,0,0,3,0,2,2,0,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,Johnson
4,0,0,0,0,0,0,0,0,0,22,7,9,2,1,4,2,2,3,3,7,7,1,0,0,0,0,0,0,5,0,Lovitt
0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,Harp
0,0,0,0,0,0,0,0,0,0,10,4,4,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,Ashbacher
0,0,0,0,0,0,0,0,0,0,24,7,2,0,0,2,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,Lawyeraau
0,0,0,0,1,0,1,0,0,0,15,4,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,Morrison
7,0,0,1,0,0,0,0,0,0,17,12,0,0,7,2,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,Blankenship
4,0,0,0,0,0,1,0,0,0,20,7,1,0,4,3,0,0,0,0,1,1,0,1,0,0,0,0,1,5,0,Morrison
4,0,0,0,0,0,0,0,0,0,25,7,6,10,3,9,1,1,4,4,0,0,4,2,0,0,0,1,0,0,2,Wilson
1,0,0,0,0,0,0,0,0,0,7,5,3,2,1,1,1,1,0,0,1,1,1,3,1,1,0,1,0,0,0,Goonan
2,0,0,0,0,0,0,0,0,0,13,14,13,0,1,0,2,1,0,0,2,2,0,0,5,1,0,0,0,2,0,Dent
8,0,0,0,0,0,0,0,0,0,13,9,7,0,6,3,4,4,1,1,1,1,0,0,5,5,1,1,0,0,0,Comdet
1,0,0,0,0,0,0,0,0,0,16,3,2,6,1,1,4,4,1,1,5,5,3,0,0,0,0,0,0,0,1,Chell
14,0,0,0,0,0,0,0,0,0,14,7,2,2,8,0,2,2,0,0,0,0,1,7,2,2,0,0,0,0,0,Corn
7,0,0,0,0,0,0,0,0,0,8,14,0,0,5,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,Blankenship
6,0,0,0,0,0,0,0,0,0,5,5,4,2,5,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Nigam
0,0,0,0,0,0,0,0,0,0,16,5,3,8,0,5,0,0,5,5,0,0,3,0,0,0,1,0,1,0,2,Bukowsky
12,0,0,0,0,0,0,0,0,0,18,5,9,1,8,4,2,2,4,4,1,1,0,0,0,0,0,3,0,0,0,Chell
12,0,0,0,0,0,0,0,0,0,3,11,15,2,8,0,10,10,0,0,2,1,1,0,5,5,0,5,0,0,0,Mahlers2nd
6,0,0,0,0,0,0,0,0,0,12,5,4,0,5,3,2,2,2,2,2,2,0,10,1,1,2,0,0,0,0,Comdet
1,0,0,0,0,0,0,0,0,0,19,7,3,14,0,3,3,3,3,3,0,0,7,0,0,0,0,1,0,0,1,Taylor
10,0,0,0,0,0,0,0,0,0,12,9,2,4,7,2,0,0,2,2,0,0,2,7,0,0,0,0,0,0,0,Koenig
3,0,0,0,0,0,0,0,0,0,11,7,4,2,2,1,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,Brody
1,0,0,0,0,0,0,0,0,0,12,7,16,8,1,2,1,1,2,2,0,0,3,0,0,0,0,7,0,0,0,Lovitt
3,0,0,0,0,0,0,0,0,0,1,5,2,0,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Nigam
2,0,0,0,0,0,0,0,0,1,11,15,5,4,1,0,0,0,0,0,2,2,2,0,1,1,0,0,0,0,0,Koenig
2,0,0,0,0,0,0,0,0,0,19,11,3,0,0,4,0,0,2,2,3,3,0,3,0,0,0,0,0,0,0,Walters
4,0,0,0,0,0,0,0,0,0,15,5,0,16,3,4,0,0,4,4,2,2,8,0,0,0,0,0,0,1,1,Vernon
0,0,0,1,0,0,0,0,0,0,22,3,7,0,0,9,0,0,6,6,2,2,0,0,3,3,0,0,0,0,0,Hayes
2,0,0,0,0,0,0,0,0,0,11,5,2,6,2,2,1,1,2,2,1,1,3,0,0,0,0,0,0,0,0,Vernon
7,0,0,0,0,0,0,0,0,0,14,15,1,10,5,5,6,6,2,2,2,2,4,0,1,1,0,0,0,0,0,CFH
0,0,0,1,0,0,0,0,0,0,8,13,5,3,0,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,Agresti
9,0,0,0,0,0,0,0,1,0,12,16,3,0,7,1,5,4,0,0,6,3,0,0,0,1,0,0,0,0,0,Mark
9,0,0,0,0,0,0,0,0,0,7,5,5,2,7,1,6,6,1,1,4,4,1,0,0,0,0,0,0,0,0,Riley
9,0,0,0,0,0,0,0,0,0,11,17,10,4,7,1,6,5,0,0,1,1,1,0,6,1,0,0,0,1,0,Dent
0,1,0,0,0,0,0,0,0,0,13,7,5,14,0,3,0,0,2,1,6,6,7,0,0,0,0,1,1,0,0,Kolln
4,0,0,0,0,0,0,0,0,0,5,3,1,0,3,1,1,0,1,1,2,2,0,0,1,1,0,0,0,0,0,Cutey
1,0,0,0,0,0,0,0,0,0,16,7,8,0,1,2,0,0,1,1,3,3,0,8,0,0,0,0,0,2,0,Messick
0,0,0,0,0,0,0,0,0,0,24,9,11,6,0,4,2,2,2,2,0,0,1,5,0,0,0,0,0,0,1,Davisson
0,0,0,0,0,0,0,0,0,0,20,9,11,6,0,7,1,1,5,5,5,5,3,0,0,0,1,4,1,0,1,Lovitt
0,0,0,0,0,0,0,0,0,0,5,5,1,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,Nigam
1,0,0,0,0,0,0,0,0,0,4,19,4,2,1,1,2,1,0,0,2,2,0,4,0,0,0,0,0,0,0,Neal
1,0,0,0,0,0,0,0,0,0,4,11,0,4,0,1,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,Agresti
4,0,0,0,0,0,0,0,0,0,10,5,8,0,1,1,5,5,0,0,2,2,0,0,2,2,1,2,0,0,0,Lee
0,0,0,0,0,0,0,0,0,0,3,7,2,0,0,1,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,Kolln
8,0,0,0,0,0,0,0,0,0,15,19,0,0,5,11,3,3,10,10,0,0,0,7,0,0,0,0,0,0,0,Power
6,0,0,0,0,0,1,0,0,0,7,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,Morrison
1,0,0,0,0,0,0,0,0,0,24,5,1,2,1,5,3,3,5,5,1,1,1,1,0,0,2,0,0,0,0,Lee
17,0,0,0,0,1,0,0,0,0,12,11,9,0,10,1,1,1,1,1,7,7,0,0,3,3,0,3,0,0,0,Mahlers2nd
15,0,0,0,0,1,0,0,0,0,14,9,1,4,13,2,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,Davisson
3,0,0,0,0,0,0,0,0,0,6,11,3,0,2,0,3,3,0,0,0,0,0,6,1,0,0,1,0,0,0,Mitchell
9,0,0,0,0,0,0,0,0,0,15,3,0,16,9,4,3,2,3,3,2,2,8,0,0,0,2,0,0,0,0,Robert
8,0,0,0,0,0,0,0,0,0,10,5,2,4,7,2,1,1,1,1,2,2,2,0,2,2,0,0,0,0,0,Shea
11,0,0,0,0,0,0,0,0,0,10,9,2,20,10,2,0,0,2,2,2,2,10,4,0,0,0,0,3,0,0,Davisson
7,0,0,0,0,0,0,1,0,0,5,10,1,0,7,1,5,5,1,1,0,0,0,6,0,0,0,0,0,0,0,Johnson
8,0,0,0,0,0,0,0,0,0,9,15,10,0,5,2,2,2,2,2,3,3,0,0,5,5,0,1,0,0,0,Comdet
3,0,0,0,0,0,0,0,0,0,21,7,5,0,3,8,0,0,4,4,1,1,0,4,4,4,0,0,0,2,0,Messick
16,0,0,0,0,0,0,0,0,0,8,13,1,8,12,2,2,2,1,1,6,6,3,0,0,0,0,0,0,0,0,Riley
1,0,0,0,0,0,0,0,0,0,4,1,1,2,0,1,0,0,1,1,2,2,1,4,0,0,0,0,0,0,0,Hayes
4,0,0,0,0,0,0,0,0,0,10,5,2,2,2,2,4,4,2,2,0,0,1,0,0,0,1,0,0,0,0,Lee
1,0,0,0,0,0,0,0,0,0,12,5,0,0,1,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,Lawyeraau
8,0,0,0,0,0,0,0,0,0,27,15,0,0,7,5,7,5,4,4,0,0,0,6,0,0,0,0,0,0,0,Power
1,0,0,0,0,0,1,0,0,0,13,2,4,0,1,1,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,Morrison
8,0,0,0,0,0,0,0,0,0,6,13,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,Brody
15,0,0,0,0,0,0,0,0,0,5,4,0,2,12,1,3,3,1,1,0,0,1,2,0,0,0,0,0,0,0,Brody
