@relation metaData_small_allPerformanceValues

@attribute 'OpenML Data Set ID' numeric
@attribute NumberOfInstances numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfClasses numeric
@attribute Dimensionality numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute NumberOfBinaryFeatures numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassSize numeric
@attribute MajorityClassPercentage numeric
@attribute MinorityClassPercentage numeric
@attribute AutoCorrelation numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute CardinalityAtTwo numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtFour numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
721,200,11,2,0.055,0,0,0,0,10,1,1,0.909091,0.090909,0.090909,103,97,0.515,0.485,0.482412,-0.011,0.839202,-1.552829,0.020567,-0.115,0.777817,-2.000107,-0.196118,0.105,1.00005,-1.336958,0.221621,-0.075,0.81177,-1.577168,-0.107339,-0.02,0.826804,-1.532543,0.037107,0.05875,0.842479,-1.463677,0.139778,2,2,2,0,0.798669,0.215,0.568706,0.763988,0.325,0.348828,0.808678,0.17,0.659284,0.858022,0.18,0.640324,0.858022,0.18,0.640324,0.858022,0.18,0.640324,0.829797,0.145,0.709652,0.841107,0.155,0.688505,0.793164,0.205,0.588271,0.829797,0.145,0.709652,0.841107,0.155,0.688505,0.793164,0.205,0.588271,0.829797,0.145,0.709652,0.841107,0.155,0.688505,0.793164,0.205,0.588271,2.9,0.316228,2,3,2,0,2,2,9,27,81,81.403509,69.473684,0,84.561404,87.017544,83.508772,83.859649,84.210526,82.45614,85.263158,76.140351,80.701754,81.754386,81.403509,82.45614,50.877193,81.403509,82.105263,85.614035,88.421053,80.350877,81.052632
723,1000,26,2,0.026,0,0,0,0,25,1,1,0.961538,0.038462,0.038462,547,453,0.547,0.453,0.503504,0,1,-0.970848,0.101459,-0,1,-1.26482,-0.093515,0,1,1.50922,1.356293,-0,1,-1.198472,-0.039367,-0,1,-1.178689,0.015434,0,1,-1.122575,0.028711,2,2,2,0,0.574101,0.418,0.149449,0.675779,0.367,0.261558,0.669584,0.325,0.341081,0.880203,0.148,0.699996,0.880203,0.148,0.699996,0.880203,0.148,0.699996,0.826138,0.163,0.67003,0.841889,0.171,0.652778,0.756722,0.24,0.514616,0.826138,0.163,0.67003,0.841889,0.171,0.652778,0.756722,0.24,0.514616,0.826138,0.163,0.67003,0.841889,0.171,0.652778,0.756722,0.24,0.514616,1000,0,1000,1000,2,0,2,2,1000000,1000000000,1000000000000,84.377104,62.356902,0,63.636364,77.912458,61.616162,63.569024,62.962963,60.740741,58.989899,66.060606,86.531987,85.521886,73.737374,84.242424,54.882155,67.340067,83.973064,86.329966,88.080808,75.084175,84.983165
724,468,4,2,0.008547,0,0,0,0,2,2,1,0.5,0.5,0.25,260,208,0.555556,0.444444,0.850107,16.75,9.385026,-1.207657,0,7,3.745661,-1.214428,0,26.5,15.024391,-1.200886,0,7,3.745661,-1.214428,0,16.75,9.385026,-1.207657,0,26.5,15.024391,-1.200886,0,9,2,5.5,4.949747,0.84093,0.15812,0.677638,0.873354,0.215812,0.561505,0.64253,0.401709,0.200378,0.886668,0.132479,0.733014,0.886668,0.132479,0.733014,0.886668,0.132479,0.733014,0.871792,0.162393,0.670203,0.897513,0.173077,0.650024,0.861058,0.134615,0.725955,0.871792,0.162393,0.670203,0.897513,0.173077,0.650024,0.861058,0.134615,0.725955,0.871792,0.162393,0.670203,0.897513,0.173077,0.650024,0.861058,0.134615,0.725955,32.5,27.577164,13,52,5.5,4.949747,2,9,676,6084,12168,77.971014,82.173913,0,75.942029,86.521739,76.666667,76.666667,75.217391,55.942029,87.681159,86.376812,77.246377,87.681159,76.666667,86.956522,55.797101,63.478261,86.231884,86.956522,88.405797,85.942029,85.942029
40660,42,12,2,0.285714,0,0,0,0,0,12,11,0,1,0.916667,29,13,0.690476,0.309524,0.634146,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,2,2.583333,2.020726,0.602122,0.333333,0.185596,0.793103,0.238095,0.418283,0.636605,0.404762,0.17552,0.636605,0.404762,0.17552,0.636605,0.404762,0.17552,0.636605,0.404762,0.17552,0.636605,0.404762,0.17552,0.582228,0.404762,0.17552,0.758621,0.285714,0.234043,0.636605,0.404762,0.17552,0.582228,0.404762,0.17552,0.758621,0.285714,0.234043,0.636605,0.404762,0.17552,0.582228,0.404762,0.17552,0.758621,0.285714,0.234043,?,?,?,?,2.583333,2.020726,2,9,18,36,72,84.444444,80,0,66.666667,77.777778,80,82.222222,77.777778,66.666667,68.888889,68.888889,75.555556,82.222222,66.666667,77.777778,77.777778,75.555556,77.777778,77.777778,84.444444,68.888889,84.444444
726,100,6,2,0.06,0,0,0,0,5,1,1,0.833333,0.166667,0.166667,60,40,0.6,0.4,0.565657,-0,1,-0.616989,0.249268,-0,1,-1.08166,0.03941,0,1,0.94833,1.020333,-0,1,-1.067639,0.040538,-0,1,-1.013274,0.049571,0,1,0.031804,0.557846,2,2,2,0,0.708333,0.27,0.425532,0.7675,0.2,0.576271,0.7625,0.21,0.556962,0.789167,0.19,0.585153,0.789167,0.19,0.585153,0.789167,0.19,0.585153,0.794583,0.18,0.605263,0.79125,0.2,0.576271,0.8,0.21,0.578313,0.794583,0.18,0.605263,0.79125,0.2,0.576271,0.8,0.21,0.578313,0.794583,0.18,0.605263,0.79125,0.2,0.576271,0.8,0.21,0.578313,100,0,100,100,2,0,2,2,10000,1000000,100000000,77.142857,77.857143,0,65.714286,81.428571,73.571429,74.285714,73.571429,67.142857,70.714286,77.857143,76.428571,77.142857,73.571429,76.428571,60.714286,77.142857,76.428571,77.142857,81.428571,76.428571,77.142857
40663,399,33,5,0.082707,0,0,0,0,12,21,2,0.363636,0.636364,0.060606,96,44,0.240602,0.110276,0.386935,26.321846,9.067699,4.312177,-1.937515,9.488722,1.920551,-1.182338,-3.629829,70.786967,24.375254,14.112096,-0.603136,13.018797,2.902287,0.094546,-3.050894,18.52005,5.328218,1.286607,-1.533929,40.238722,14.733763,10.341805,-1.188849,10,2,5.904762,2.527939,0.85524,0.388471,0.505947,0.763462,0.481203,0.39748,0.61251,0.641604,0.162534,0.800923,0.451128,0.421194,0.800923,0.451128,0.421194,0.800923,0.451128,0.421194,0.790752,0.403509,0.48796,0.830406,0.43609,0.452074,0.763129,0.408521,0.481628,0.790752,0.403509,0.48796,0.830406,0.43609,0.452074,0.763129,0.408521,0.481628,0.790752,0.403509,0.48796,0.830406,0.43609,0.452074,0.763129,0.408521,0.481628,34.166667,25.081081,13,90,5.904762,2.527939,2,10,6300,321300,14779800,53.928571,49.821429,0,58.928571,58.035714,0,56.428571,59.642857,0,59.642857,59.464286,54.285714,56.071429,45.178571,56.607143,24.107143,35.535714,57.678571,58.035714,60,60.714286,56.964286
729,44,4,2,0.090909,0,0,0,0,3,1,1,0.75,0.25,0.25,27,17,0.613636,0.386364,0.860465,35.015777,10.866984,-0.978614,0.295536,9.362097,4.34995,-1.516084,-0.038825,75,15.994185,-0.198678,0.925433,9.362097,4.34995,-1.516084,-0.038825,20.685233,12.256818,-1.22108,0,75,15.994185,-0.198678,0.925433,2,2,2,0,0.845316,0.136364,0.706013,0.936819,0.136364,0.699317,0.72658,0.25,0.5,0.818083,0.204545,0.543779,0.818083,0.204545,0.543779,0.818083,0.204545,0.543779,0.801743,0.204545,0.533019,0.827887,0.227273,0.54071,0.797386,0.181818,0.608018,0.801743,0.204545,0.533019,0.827887,0.227273,0.54071,0.797386,0.181818,0.608018,0.801743,0.204545,0.533019,0.827887,0.227273,0.54071,0.797386,0.181818,0.608018,33,19.052559,11,44,2,0,2,2,1936,21296,42592,69.090909,89.090909,70.909091,89.090909,89.090909,90.909091,87.272727,87.272727,63.636364,92.727273,94.545455,67.272727,78.181818,74.545455,87.272727,63.636364,70.909091,85.454545,87.272727,92.727273,90.909091,70.909091
730,250,6,2,0.024,0,0,0,0,5,1,1,0.833333,0.166667,0.166667,131,119,0.524,0.476,0.518072,0,1,-1.052861,-0.080515,-0,1,-1.246317,-0.20579,0,1,-0.639917,0.066326,-0,1,-1.218063,-0.172604,0,1,-1.178272,-0.076187,0,1,-0.824954,0.009411,2,2,2,0,0.840015,0.16,0.679508,0.754121,0.292,0.412163,0.741003,0.244,0.507652,0.841715,0.16,0.678022,0.841715,0.16,0.678022,0.841715,0.16,0.678022,0.85416,0.152,0.695063,0.888094,0.14,0.718595,0.84534,0.152,0.693884,0.85416,0.152,0.695063,0.888094,0.14,0.718595,0.84534,0.152,0.693884,0.85416,0.152,0.695063,0.888094,0.14,0.718595,0.84534,0.152,0.693884,250,0,250,250,2,0,2,2,62500,15625000,3906250000,83.055556,69.166667,0,65.555556,85.555556,66.111111,67.5,68.055556,65.555556,82.5,86.388889,80.555556,84.444444,81.944444,87.5,52.777778,74.444444,86.666667,86.944444,88.333333,86.666667,84.166667
731,96,5,2,0.052083,0,0,0,0,4,1,1,0.8,0.2,0.2,49,47,0.510417,0.489583,0.631579,60.930062,4.741661,0.273687,-0.136704,0.161289,0.059793,-1.260092,-1.185029,189.875,8.62111,3.190359,0.427836,6.60706,0.876176,-1.064481,-0.915174,26.841979,5.14287,-0.41776,0.105188,149.341146,8.205936,2.303301,0.399874,2,2,2,0,0.657186,0.34375,0.313692,0.696049,0.322917,0.355844,0.58858,0.447917,0.103388,0.562527,0.479167,0.041251,0.562527,0.479167,0.041251,0.562527,0.479167,0.041251,0.511724,0.447917,0.104167,0.673686,0.3125,0.374185,0.678463,0.322917,0.355844,0.511724,0.447917,0.104167,0.673686,0.3125,0.374185,0.678463,0.322917,0.355844,0.511724,0.447917,0.104167,0.673686,0.3125,0.374185,0.678463,0.322917,0.355844,54.5,46.779625,13,96,2,0,2,2,9024,135360,1759680,74.615385,73.076923,79.230769,72.307692,66.923077,71.538462,73.076923,76.923077,59.230769,62.307692,63.846154,74.615385,72.307692,75.384615,68.461538,50,74.615385,68.461538,73.076923,70,66.153846,70
732,250,51,2,0.204,0,0,0,0,50,1,1,0.980392,0.019608,0.019608,133,117,0.532,0.468,0.481928,0,1,-1.179796,0.003365,-0,1,-1.32635,-0.284289,0,1,-0.995372,0.174448,-0,1,-1.244059,-0.055988,0,1,-1.184277,0.013217,0,1,-1.117093,0.074255,2,2,2,0,0.599383,0.4,0.198358,0.863376,0.248,0.501447,0.694011,0.324,0.351668,0.689962,0.324,0.338106,0.689962,0.324,0.338106,0.689962,0.324,0.338106,0.741983,0.296,0.405565,0.788092,0.264,0.472,0.619208,0.38,0.238049,0.741983,0.296,0.405565,0.788092,0.264,0.472,0.619208,0.38,0.238049,0.741983,0.296,0.405565,0.788092,0.264,0.472,0.619208,0.38,0.238049,250,0,250,250,2,0,2,2,62500,15625000,3906250000,69.444444,74.722222,0,71.388889,74.166667,75,75.833333,81.944444,65.555556,60.277778,62.222222,68.333333,70.555556,59.722222,76.944444,52.777778,67.777778,71.944444,81.944444,75.833333,62.222222,71.666667
733,209,7,2,0.033493,0,0,0,0,6,1,1,0.857143,0.142857,0.142857,153,56,0.732057,0.267943,0.8125,2486.021531,2656.502062,13.202313,3.108127,4.698565,6.816274,5.902471,2.140663,11796.15311,11726.564377,22.468899,4.027333,14.875598,21.202057,6.772693,2.44328,114.514354,150.445824,13.083233,3.170355,5100.023923,5840.698163,18.827181,3.703762,2,2,2,0,0.916083,0.066986,0.829248,0.970063,0.057416,0.85528,0.818978,0.205742,0.526477,0.797969,0.100478,0.723528,0.797969,0.100478,0.723528,0.797969,0.100478,0.723528,0.797969,0.100478,0.723528,0.765406,0.143541,0.612149,0.868464,0.076555,0.790634,0.797969,0.100478,0.723528,0.765406,0.143541,0.612149,0.868464,0.076555,0.790634,0.797969,0.100478,0.723528,0.765406,0.143541,0.612149,0.868464,0.076555,0.790634,29.333333,15.882905,15,60,2,0,2,2,1860,46500,1069500,95.254237,93.898305,76.949153,93.220339,93.220339,93.898305,91.525424,91.864407,45.084746,92.881356,91.186441,91.525424,93.220339,87.79661,93.559322,74.576271,91.186441,92.881356,93.220339,94.915254,93.559322,90.508475
40669,160,7,2,0.04375,0,0,0,0,0,7,7,0,1,1,90,70,0.5625,0.4375,0.855346,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2,2,0,0.992857,0.06875,0.860095,0.94381,0.11875,0.758347,0.736508,0.25,0.495268,0.988571,0.05,0.897106,0.988571,0.05,0.897106,0.988571,0.05,0.897106,0.988571,0.05,0.897106,0.892222,0.15,0.694268,0.974603,0.025,0.949206,0.988571,0.05,0.897106,0.892222,0.15,0.694268,0.974603,0.025,0.949206,0.988571,0.05,0.897106,0.892222,0.15,0.694268,0.974603,0.025,0.949206,?,?,?,?,2,0,2,2,4,8,16,90.434783,90.434783,0,90.869565,100,91.73913,88.26087,91.73913,82.173913,95.652174,94.347826,94.347826,100,74.347826,100,56.521739,74.347826,96.956522,99.130435,100,96.956522,100
40671,327,8,5,0.024465,0,0,0,0,7,1,0,0.875,0.125,0,143,20,0.437309,0.061162,0.98773,0.49699,0.134393,17.380384,1.963255,0.484771,0,-1.056151,-0.129224,0.503119,0.217333,105.635879,10.343588,0.49419,0.049654,-0.993891,0.022443,0.49945,0.149935,-0.326048,0.360753,0.5,0.206947,27.404826,3.163893,5,5,5,0,0.878263,0.180428,0.745421,0.968274,0.140673,0.802557,0.793126,0.336391,0.467064,0.904198,0.207951,0.710924,0.904198,0.207951,0.710924,0.904198,0.207951,0.710924,0.904198,0.207951,0.710924,0.935397,0.16208,0.770915,0.834833,0.256881,0.641919,0.904198,0.207951,0.710924,0.935397,0.16208,0.770915,0.834833,0.256881,0.641919,0.904198,0.207951,0.710924,0.935397,0.16208,0.770915,0.834833,0.256881,0.641919,51.142857,34.787108,1,81,5,0,5,5,6237,467775,29469825,83.736264,86.373626,45.054945,85.714286,85.274725,0,84.395604,87.252747,0,82.197802,82.637363,80.879121,81.978022,65.054945,82.637363,45.054945,67.692308,86.593407,87.252747,87.252747,80.659341,83.516484
736,111,4,2,0.036036,0,0,0,0,3,1,1,0.75,0.25,0.25,58,53,0.522523,0.477477,0.536364,101.564565,44.652747,-0.080985,0.181381,42.099099,9.529969,-0.916416,-0.492933,184.801802,91.152302,1.31654,1.265266,42.099099,9.529969,-0.916416,-0.492933,77.792793,33.275969,-0.643078,-0.228191,184.801802,91.152302,1.31654,1.265266,2,2,2,0,0.606864,0.387387,0.22554,0.719258,0.315315,0.375703,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.703969,0.261261,0.484383,0.53676,0.459459,0.073941,0.691282,0.315315,0.380679,0.703969,0.261261,0.484383,0.53676,0.459459,0.073941,0.691282,0.315315,0.380679,0.703969,0.261261,0.484383,0.53676,0.459459,0.073941,66,27,39,93,2,0,2,2,6138,239382,478764,68,69.333333,67.333333,70.666667,67.333333,71.333333,70,68.666667,64.666667,66.666667,63.333333,72,66,67.333333,72,53.333333,72,72,68.666667,64.666667,62.666667,67.333333
738,195,12,2,0.061538,2,2,0.010256,0.000855,1,11,4,0.083333,0.916667,0.333333,121,74,0.620513,0.379487,0.5,60.435897,11.216692,0.278042,-0.026709,60.435897,11.216692,0.278042,-0.026709,60.435897,11.216692,0.278042,-0.026709,60.435897,11.216692,0.278042,-0.026709,60.435897,11.216692,0.278042,-0.026709,60.435897,11.216692,0.278042,-0.026709,184,2,19.727273,54.499708,0.648034,0.297436,0.354894,0.841077,0.184615,0.595249,0.779037,0.179487,0.596655,0.779037,0.179487,0.596655,0.779037,0.179487,0.596655,0.779037,0.179487,0.596655,0.765747,0.184615,0.583975,0.497934,0.379487,0,0.674782,0.292308,0.300371,0.765747,0.184615,0.583975,0.497934,0.379487,0,0.674782,0.292308,0.300371,0.765747,0.184615,0.583975,0.497934,0.379487,0,0.674782,0.292308,0.300371,48,0,48,48,19.727273,54.499708,2,184,8832,52992,264960,81.785714,82.857143,0,73.928571,80.357143,78.214286,82.857143,83.571429,62.5,70.357143,72.142857,82.5,81.428571,62.142857,82.857143,62.5,84.285714,84.285714,83.571429,81.071429,66.785714,62.5
739,62,8,2,0.129032,7,8,0.112903,0.016129,7,1,1,0.875,0.125,0.125,33,29,0.532258,0.467742,0.491803,93.151205,285.567244,11.000005,2.374167,2.419355,1.441252,-1.329125,0.229519,283.134194,930.278942,45.74102,6.563608,2.612903,1.476414,-1.224857,0.377656,19.877586,18.206255,2.852448,1.683501,198.789984,899.158011,26.270581,5.071589,2,2,2,0,0.622257,0.370968,0.247096,0.63065,0.370968,0.230852,0.513584,0.483871,0.032258,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.620167,0.387097,0.209352,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.620167,0.387097,0.209352,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.620167,0.387097,0.209352,32.857143,26.485396,5,60,2,0,2,2,3540,173460,8152620,69.333333,68,0,65.333333,65.333333,66.666667,64,65.333333,46.666667,70.666667,56,68,68,62.666667,64,53.333333,70.666667,66.666667,64,60,50.666667,60
740,1000,11,2,0.011,0,0,0,0,10,1,1,0.909091,0.090909,0.090909,560,440,0.56,0.44,0.508509,-0,1,-0.70277,0.228998,-0,1,-1.25689,-0.041553,0,1,1.925857,1.416881,-0,1,-1.197729,-0.006833,0,1,-1.1785,0.021923,0,1,-0.512467,0.246256,2,2,2,0,0.724919,0.271,0.449947,0.712812,0.338,0.316122,0.665998,0.317,0.357519,0.855574,0.15,0.695617,0.855574,0.15,0.695617,0.855574,0.15,0.695617,0.848693,0.144,0.707222,0.864907,0.177,0.637206,0.824838,0.173,0.649201,0.848693,0.144,0.707222,0.864907,0.177,0.637206,0.824838,0.173,0.649201,0.848693,0.144,0.707222,0.864907,0.177,0.637206,0.824838,0.173,0.649201,999.9,0.316228,999,1000,2,0,2,2,1000000,1000000000,1000000000000,80.671141,67.04698,0,67.785235,92.080537,66.979866,67.114094,67.315436,65.838926,72.416107,75.369128,84.563758,85.369128,73.959732,83.422819,56.040268,68.255034,87.04698,90.671141,90.201342,82.95302,85.637584
743,1000,6,2,0.006,0,0,0,0,5,1,1,0.833333,0.166667,0.166667,543,457,0.543,0.457,0.512513,0,1,-1.092704,0.001946,-0,1,-1.202317,-0.023447,0,1,-0.714025,0.052114,-0,1,-1.201146,-0.020138,0,1,-1.188325,-0.006917,0,1,-0.936452,0.028462,2,2,2,0,0.850323,0.149,0.700039,0.716822,0.338,0.315404,0.692534,0.303,0.392118,0.879394,0.147,0.702106,0.879394,0.147,0.702106,0.879394,0.147,0.702106,0.879477,0.137,0.723335,0.876073,0.153,0.6922,0.833976,0.166,0.666336,0.879477,0.137,0.723335,0.876073,0.153,0.6922,0.833976,0.166,0.666336,0.879477,0.137,0.723335,0.876073,0.153,0.6922,0.833976,0.166,0.666336,1000,0,1000,1000,2,0,2,2,1000000,1000000000,1000000000000,82.693603,64.175084,0,60.538721,84.107744,61.683502,61.144781,59.86532,61.414141,85.521886,88.754209,81.414141,86.801347,72.390572,84.377104,54.208754,70.37037,87.272727,87.744108,90.909091,87.407407,85.252525
744,250,6,2,0.024,0,0,0,0,5,1,1,0.833333,0.166667,0.166667,141,109,0.564,0.436,0.578313,0,1,-0.230528,0.419812,-0,1,-1.210252,0.007256,0,1,1.625732,1.307966,-0,1,-1.092682,0.01115,0,1,-0.885938,0.015651,0,1,0.959331,1.030556,2,2,2,0,0.818986,0.176,0.64064,0.686707,0.284,0.424337,0.720834,0.256,0.483771,0.810267,0.184,0.624306,0.810267,0.184,0.624306,0.810267,0.184,0.624306,0.815961,0.188,0.616539,0.750797,0.252,0.488138,0.786453,0.208,0.575302,0.815961,0.188,0.616539,0.750797,0.252,0.488138,0.786453,0.208,0.575302,0.815961,0.188,0.616539,0.750797,0.252,0.488138,0.786453,0.208,0.575302,250,0,250,250,2,0,2,2,62500,15625000,3906250000,81.666667,74.444444,0,68.055556,92.777778,68.888889,68.333333,66.666667,69.166667,85.277778,88.888889,82.5,84.444444,76.388889,83.333333,56.944444,78.055556,84.166667,87.222222,90.277778,83.888889,76.944444
745,159,16,2,0.100629,0,0,0,0,14,2,1,0.875,0.125,0.0625,105,54,0.660377,0.339623,0.873418,598.332579,77.317293,1.059972,0.665428,3.236352,0.267336,-0.823175,-0.992743,5113.836478,481.941321,5.72579,2.710242,22.431792,2.188542,0.063137,0.15438,80.722013,6.278166,0.629977,0.75785,133.952516,31.951758,1.494902,0.916708,6,2,4,2.828427,0.924339,0.062893,0.854555,0.987831,0.056604,0.875489,0.947619,0.056604,0.872084,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.975309,0.037736,0.91736,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,0.975309,0.037736,0.91736,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,0.975309,0.037736,0.91736,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,42.928571,28.650317,20,136,4,2.828427,2,6,7616,388416,18643968,97.333333,94.666667,0,94.666667,98.666667,97.777778,95.111111,97.777778,72.888889,92.444444,96.444444,95.555556,95.111111,92,96,66.666667,94.222222,96.444444,97.777778,98.222222,96.888889,93.777778
40681,128,7,2,0.054688,0,0,0,0,0,7,7,0,1,1,64,64,0.5,0.5,0.314961,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2,2,0,0.941406,0.15625,0.6875,0.63501,0.414063,0.171875,0.585938,0.40625,0.1875,0.634277,0.351563,0.296875,0.634277,0.351563,0.296875,0.634277,0.351563,0.296875,0.805908,0.28125,0.4375,0.638428,0.382813,0.234375,0.859375,0.140625,0.71875,0.805908,0.28125,0.4375,0.638428,0.382813,0.234375,0.859375,0.140625,0.71875,0.805908,0.28125,0.4375,0.638428,0.382813,0.234375,0.859375,0.140625,0.71875,?,?,?,?,2,0,2,2,4,8,16,60,60,0,61.111111,87.777778,62.222222,62.777778,61.666667,65.555556,94.444444,92.222222,67.777778,95.555556,55.555556,88.888889,50,55.555556,87.222222,91.111111,93.333333,85.555556,74.444444
